@relation 'Loan_Default-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-Clast-Lfirst-last-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-Clast-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveDuplicates-weka.filters.unsupervised.instance.Resample-S1-Z66.0-weka.filters.unsupervised.attribute.Remove-R1-9,13-17,19,21,23-27,29,32'

@attribute rate_of_interest numeric
@attribute Interest_rate_spread numeric
@attribute Upfront_charges numeric
@attribute construction_type {sb,mh}
@attribute Secured_by {home,land}
@attribute income numeric
@attribute LTV numeric
@attribute Security_Type {direct,Indriect}
@attribute Status {yes,no}

@data
3.99,-0.0167,5981.25,sb,home,6300,99.657534,direct,no
?,?,?,sb,home,24900,70.879733,direct,yes
4.5,0.1772,0,sb,home,5520,67.518939,direct,no
?,?,?,sb,home,11340,65.39666,direct,yes
3.375,1.1269,3543.75,sb,home,1620,51.201923,direct,no
?,?,?,sb,home,4740,63.755981,direct,yes
4.625,0.9761,4625,sb,home,7620,66.240157,direct,no
3.99,0.9423,4155,sb,home,5880,44.664634,direct,no
3.75,-0.1069,0,sb,home,15600,46.866295,direct,no
3.5,-0.1158,3562.5,sb,home,4320,73.840206,direct,no
3.875,0.4159,0,sb,home,5940,91.495902,direct,no
4.625,1.934,1410.68,sb,home,2460,81.779661,direct,no
4.5,0.2032,996.2,sb,home,9480,80.011655,direct,no
3.875,0.0819,52.13,sb,home,6420,56.701632,direct,no
?,?,?,sb,home,3720,99.418605,direct,yes
3.49,-0.2031,0,sb,home,6660,88.793103,direct,no
4.5,1.0139,3593.75,sb,home,3960,14.573733,direct,no
?,?,?,sb,home,6180,81.779661,direct,yes
5.5,1.4673,8950,sb,home,7800,75.717703,direct,no
?,?,?,sb,home,13860,79.017857,direct,yes
4.875,0.2164,?,sb,home,5880,89.862205,direct,no
3.625,0.0239,0,sb,home,6360,59.692513,direct,no
?,?,?,sb,home,3480,64.737991,direct,yes
?,?,?,sb,home,3420,61.075949,direct,yes
3.875,0.1614,5376.25,sb,home,5220,84.722222,direct,no
?,?,?,sb,home,1500,71.28821,direct,yes
3.75,0.759,3092.49,sb,home,3900,80.783582,direct,no
3.5,0.0234,3800,sb,home,4800,55.798969,direct,no
3.99,0.3524,3610,sb,home,4560,59.422111,direct,no
3.625,0.2234,4858.76,sb,home,7560,79.682274,direct,no
4.99,1.387,2033.37,sb,home,23340,69.054878,direct,no
3.25,0.2741,1588.66,sb,home,6900,73.148148,direct,no
3.875,0.2823,290.64,sb,home,9060,51.407658,direct,no
4.125,0.1314,0,sb,home,5700,78.899721,direct,no
4.99,1.6308,1933.15,sb,home,2820,98.986486,direct,no
?,?,?,sb,home,5460,94.976636,direct,yes
4.375,0.2827,5950,sb,home,2280,99.479167,direct,no
4.375,0.4245,0,sb,home,3540,94.157609,direct,no
3.375,-0.0353,12008.75,sb,home,5220,90.427509,direct,no
4.99,1.0405,5844.08,sb,home,3000,78.846154,direct,no
4.875,0.7546,7093.44,sb,home,13320,94.220056,direct,no
?,?,?,sb,home,2520,98.986486,direct,yes
4.375,0.2395,3473.13,sb,home,4860,92.534722,direct,no
4.99,0.5499,5245,sb,home,13080,69.701087,direct,no
3.99,0.3384,3236,sb,home,5460,80.032468,direct,no
4.125,0.7054,3800,sb,home,3480,78.20122,direct,no
3.75,0.2665,7987.5,sb,home,5640,70.177165,direct,no
?,?,?,sb,home,3960,83.294393,direct,yes
?,?,?,sb,home,6420,99.568966,direct,yes
3.625,0.1839,2550,sb,home,8640,69.701087,direct,no
?,?,?,sb,home,36000,91.344502,direct,yes
3.99,-0.038,0,sb,home,6840,77.610442,direct,no
3.375,-0.1,1390,sb,home,2640,39.170792,direct,no
3.625,0.4137,0,sb,home,7800,70.833333,direct,no
3.625,0.5359,3670.21,sb,home,6360,44.905956,direct,no
?,?,?,sb,home,3960,96.875,direct,yes
?,?,?,sb,home,6720,84.16955,direct,yes
3.5,0.0047,5500,sb,home,12180,58.905013,direct,no
3.69,0.3665,8536,sb,home,7140,95.200893,direct,no
3.875,-0.51,3082,sb,home,13020,38.229443,direct,no
3.125,-0.1017,41.58,sb,home,13620,33.84233,direct,no
3.375,-0.2617,0,sb,home,7380,54.757785,direct,no
3.875,0.3927,7205,sb,home,5640,60.210396,direct,no
4.375,0.735,2460,sb,home,6780,80.048077,direct,no
4.375,0.347,0,sb,home,7860,78.474903,direct,no
4.125,0.889,5830.19,sb,home,4740,95.863309,direct,no
?,?,?,sb,home,6300,76.635021,direct,yes
3.75,0.0759,2616.05,sb,home,3480,32.41018,direct,no
4.5,1.0011,3731.25,sb,home,1920,68.410853,direct,no
3.99,0.3167,1306.25,sb,home,4620,95.863309,direct,no
3.625,-0.083,0,sb,home,?,59.615385,direct,no
5.25,1.4,9173.6,sb,home,6300,80.448718,direct,no
?,?,?,sb,home,8220,95.863309,direct,yes
4.5,0.2186,8808.75,sb,home,7380,92.534722,direct,no
3.25,-0.0778,10000,sb,home,5700,88.793103,direct,no
4.25,0.1679,244.8,sb,home,8940,80.014124,direct,no
4.5,0.0241,0,sb,home,4920,51.240079,direct,no
3.875,0.0377,0,sb,home,5520,65.731293,direct,no
4.375,0.3748,4466.5,sb,home,6600,68.685567,direct,no
4.625,1.1597,10345,sb,home,2340,69.012945,direct,no
4.75,0.3925,0,sb,home,8160,80.570652,direct,no
?,?,?,sb,home,5160,49.631268,direct,yes
?,?,?,sb,home,5160,99.744898,direct,yes
3.99,0.6806,2650,sb,home,3060,46.710526,direct,no
4.5,1.08,3295,sb,home,2460,15.871711,direct,no
3.99,0.0165,7875,sb,home,7620,94.312169,direct,no
2.875,-0.0485,6295.01,sb,home,2520,67.769608,direct,no
3.75,0.097,603.79,sb,home,3780,67.628205,direct,no
4,0.2798,886.85,sb,home,8100,65.731293,direct,no
5.25,1.4775,0,sb,home,4320,77.877698,direct,no
3.875,0.2621,3578.75,sb,home,3240,53.221649,direct,no
4,0.2087,1106.7,sb,home,7920,71.648045,direct,no
3.375,0.5825,4568.5,sb,home,1620,49.100719,direct,no
?,?,?,sb,home,3780,80.783582,direct,yes
4.125,0.8235,5438.75,sb,home,16680,94.95614,direct,no
4.99,0.8599,1031,sb,home,9660,88.352273,direct,no
?,?,?,sb,home,13200,80.709343,direct,yes
3.99,-0.0324,1562.5,sb,home,1500,45.244565,direct,no
3.99,0.256,2453.16,sb,home,8040,79.471545,direct,no
3.875,0.1923,4182.5,sb,home,6060,59.242958,direct,no
3.75,0.2566,1817.76,sb,home,9780,92.173252,direct,no
4.375,0.6248,3750,sb,home,6960,79.20082,direct,no
4.25,0.0754,6850.5,sb,home,2880,65.086207,direct,no
4.625,1.0696,2332.23,sb,home,6480,84.42029,direct,no
3.99,0.3861,4322.09,sb,home,16260,50.456204,direct,no
?,?,?,sb,home,6000,5.985915,direct,yes
4.75,0.4698,2453.5,sb,home,9960,75.835073,direct,no
3.5,-0.0425,295,sb,home,10380,54.958246,direct,no
3.375,0.37,?,sb,home,7620,80.502392,direct,no
4.375,0.404,935,sb,home,6180,93.799213,direct,no
3.25,-0.2765,2906,sb,home,1920,42.097701,direct,no
3.625,0.2211,7815.5,sb,home,4140,75.102459,direct,no
3.5,0.0234,3800,sb,home,4800,55.798969,direct,no
?,?,?,sb,home,8940,96.493902,direct,yes
?,?,?,mh,land,2580,75.568182,Indriect,yes
?,?,?,sb,home,18540,55.542813,direct,yes
3.625,-0.0415,1500,sb,home,7800,69.265233,direct,no
4.5,0.8409,2712.5,sb,home,1680,98.469388,direct,no
?,?,?,sb,home,8460,30.491329,direct,yes
3.875,0.4973,8321.53,sb,home,4560,47.48996,direct,no
?,?,?,sb,home,3900,98.076923,direct,yes
3.75,0.3396,4143.5,sb,home,2820,73.320896,direct,no
4,0.1771,2588.28,sb,home,2580,84.42029,direct,no
?,?,?,sb,home,2580,80.963303,direct,yes
2.75,-0.2964,424,sb,home,11820,28.248899,direct,no
4,0.3035,7419,sb,home,8040,71.502836,direct,no
3.375,-0.0747,7529.68,sb,home,3420,73.320896,direct,no
?,?,?,sb,home,1920,80.048077,direct,yes
?,?,?,sb,home,3900,63.297872,direct,yes
5.25,1.9282,1709.71,sb,home,4320,99.242424,direct,no
4.5,0.6621,1250,sb,home,2280,82.563025,direct,no
5.375,1.8423,489.5,sb,home,5160,87.298387,direct,no
?,?,?,sb,home,9120,78.716216,direct,yes
4.625,1.2418,3056.25,sb,home,2340,48.595506,direct,no
3.375,0.7698,4103,sb,home,6960,49.161074,direct,no
3.75,0.433,5391.96,sb,home,5220,79.040404,direct,no
4.375,0.4967,0,sb,home,8340,85.86351,direct,no
4.56,0.952,5405,sb,home,6240,74.280576,direct,no
3.625,0.2461,8517.2,sb,home,6000,64.632107,direct,no
3.625,-0.0328,7000,sb,home,7020,80.017921,direct,no
4.375,0.083,1845,sb,home,30420,80.017921,direct,no
?,?,?,sb,home,1620,55.533854,direct,yes
4.875,0.3052,2055,sb,home,7380,80.021834,direct,no
4.375,0.8174,0,sb,home,14640,44.52765,direct,no
4.375,0.0645,2611.67,sb,home,5880,83.305921,direct,no
3.99,0.4308,15760,sb,home,9000,59.362348,direct,no
3.875,0.2729,0,sb,home,13020,69.400786,direct,no
4.125,0.7101,4715,sb,home,4500,65.756303,direct,no
3.625,-0.1687,1414.19,sb,home,8940,84.149485,direct,no
?,?,?,sb,home,6900,54.786036,direct,yes
3.99,0.6005,7850,sb,home,6300,73.471616,direct,no
3.875,0.7252,7312.5,sb,home,6120,76.162791,direct,no
3.875,0.3245,1259.4,sb,home,6900,79.43314,direct,no
4.125,0.567,1495,sb,home,14100,67.484342,direct,no
4.125,1.0187,0,sb,home,6540,99.369748,direct,no
3.25,1.7006,5009.36,sb,home,4440,92.22973,direct,no
?,?,?,sb,home,5940,99.542683,direct,yes
?,?,?,sb,home,3900,93.539326,direct,yes
4.75,0.9182,2216,sb,home,2520,67.405063,direct,no
4.25,0.8378,7229.25,sb,home,3480,83.266129,direct,no
3.5,0.424,0,sb,home,4740,28.707415,direct,no
4.375,0.9738,2014.05,sb,home,1080,18.959732,direct,no
3.99,0.2284,0,sb,home,10620,42.01209,direct,no
3.625,0.097,0,sb,home,8160,69.522145,direct,no
4.25,0.8308,0,sb,home,4860,96.266234,direct,no
4.75,0.3135,0,sb,home,11280,31.731621,direct,no
4,0.2194,0,sb,home,5100,60.210396,direct,no
3.99,0.2695,0,sb,home,4500,55.527211,direct,no
?,?,?,sb,home,10740,56.200397,direct,yes
3.99,0.5178,8300,sb,home,6960,74.68652,direct,no
?,?,?,sb,home,4200,68.229167,direct,yes
4.75,0.6272,1234.28,sb,home,3240,39.678899,direct,no
4.25,0.5369,1372.75,sb,home,1860,88.56383,direct,no
3.625,0.3236,7684.53,sb,home,4740,57.965686,direct,no
4.75,0.8156,2568.95,sb,home,2520,61.284722,direct,no
4.75,0.3895,0,sb,home,20820,73.706897,direct,no
4.25,0.6621,2775,sb,home,2400,44.747899,direct,no
4,-0.0613,448.04,sb,home,7140,69.265233,direct,no
3.375,-0.2188,1434.32,sb,home,7620,89.884868,direct,no
?,?,?,sb,home,6840,56.009615,direct,yes
3.5,0.0938,0,sb,home,10380,101.609848,direct,no
4.625,0.3461,3328.75,sb,home,6240,45.1849,direct,no
4.375,0.408,2475,sb,home,2220,80.783582,direct,no
5.19,1.2117,0,sb,home,4800,84.514925,direct,no
3.49,-0.1444,3540,sb,home,4380,93.882979,direct,no
3.375,-0.2252,786.55,sb,home,25800,67.914013,direct,no
?,?,?,sb,home,7020,53.205128,direct,yes
4.5,1.4016,1866.49,sb,home,3660,92.22973,direct,no
3.875,-0.5745,2055.04,sb,home,11820,57.867133,direct,no
3.5,1.5756,2414.96,sb,home,1800,88.265306,direct,no
4.125,0.1268,1309.88,sb,home,6960,84.547739,direct,no
3.5,0.272,375,sb,home,10260,56.004367,direct,no
2.75,0.0503,15817.7,sb,home,7380,47.834158,direct,no
4,0.439,3676.38,sb,home,6720,85.658307,direct,no
4.5,0.1303,5258.61,sb,home,4920,84.851301,direct,no
4.5,0.35,4259.73,sb,home,3960,70.432692,direct,no
3.625,0.2169,7782.5,sb,home,12780,59.133612,direct,no
3.625,0.0205,7650,sb,home,10560,89.607558,direct,no
3.875,0.2488,2593.5,sb,home,5520,68.854749,direct,no
4.99,0.4319,0,sb,home,12540,67.95977,direct,no
4.5,1.0481,9514,sb,home,8280,78.721683,direct,no
4.25,0.5673,544.32,sb,home,7560,77.853261,direct,no
?,?,?,sb,home,13620,29.390337,direct,yes
3.875,0.0799,1323.51,sb,home,6840,68.70438,direct,no
4.875,0.4232,281.6,sb,home,19440,66.826923,direct,no
3.99,0.3395,1046.74,sb,home,15840,87.979351,direct,no
3.25,0.3798,999,sb,home,2580,99.460432,direct,no
3.99,0.2997,?,sb,home,15480,77.680653,direct,no
4.125,0.6178,7459.16,sb,home,9600,59.200508,direct,no
3.99,0.2817,3354.56,sb,home,4080,68.70438,direct,no
4.625,0.744,0,sb,home,5640,40.781711,direct,no
3.625,0.7709,7812.5,sb,home,4440,66.108247,direct,no
?,?,?,sb,home,10080,84.29878,direct,yes
3.375,0.3931,3883.77,sb,home,3780,78.994845,direct,no
3.5,-0.0842,5415,sb,home,4560,67.95977,direct,no
3.625,-0.0817,6993.75,sb,home,11040,42.311508,direct,no
?,?,?,sb,home,5400,82.327586,direct,yes
3.875,0.733,2077.06,sb,home,3420,69.054878,direct,no
3.875,-0.0312,3125,sb,home,4080,66.921397,direct,no
4.56,0.6481,3962.08,sb,home,6660,49.301676,direct,no
3.875,-0.2555,0,sb,home,4980,50.27533,direct,no
4.625,0.8338,0,sb,home,5760,71.169355,direct,no
4.99,0.5313,6631.75,sb,home,4560,86.764706,direct,no
3.99,0.3935,4391.35,sb,home,10260,63.297872,direct,no
2.99,-0.0451,5712.5,sb,home,15300,56.88326,direct,no
4.5,0.3404,?,sb,home,6480,73.325359,direct,no
3.99,0.7789,4257.92,sb,home,3360,84.514925,direct,no
3.75,-0.2082,?,sb,home,6900,54.590395,direct,no
?,?,?,sb,home,120,48.595506,direct,yes
4.5,0.9004,1700,sb,home,3480,80.963303,direct,no
3.625,1.7707,2866.88,sb,home,1200,67.578125,direct,no
4.75,0.966,1390.78,sb,home,900,41.477273,direct,no
4.625,0.6323,3175,sb,home,2880,77.925532,direct,no
3.5,0.1977,6712.82,sb,home,3420,66.148325,direct,no
4.375,0.1377,4657.5,sb,home,6660,99.278846,direct,no
3.99,0.7516,6316,sb,home,9780,89.0625,direct,no
?,?,?,sb,home,5040,80.526992,direct,yes
3.69,0.1518,0,sb,home,7200,94.525066,direct,no
4.75,1.1246,?,sb,home,0,76.975684,direct,no
3.125,0.0801,3961.5,sb,home,7200,58.828996,direct,no
3.75,0.0087,12671.88,sb,home,3600,83.675799,direct,no
3.375,-0.2264,741.05,sb,home,6480,62.546468,direct,no
3.375,0.187,?,sb,home,8280,62.828162,direct,no
?,?,?,sb,home,10560,77.34375,direct,yes
3.99,0.4979,3213,sb,home,6720,68.598616,direct,no
4.375,0.8297,11415.63,sb,home,8580,74.641577,direct,no
4.375,0.0555,1692.61,sb,home,6900,88.95664,direct,no
3.75,0.8059,2754.89,sb,home,2700,50.932836,direct,no
?,?,?,sb,home,2580,84.855769,direct,yes
4.625,0.2796,4090.63,sb,home,8820,84.149485,direct,no
3.625,-0.0994,2313.2,sb,home,7020,57.593458,direct,no
4.25,0.9222,0,sb,home,7140,97.248804,direct,no
3.5,-0.0807,4679.36,sb,home,9540,87.076271,direct,no
?,?,?,sb,home,2400,19.221106,direct,yes
3.625,0.4165,7478,sb,home,4560,69.104803,direct,no
3.375,0.3891,6625,sb,home,28440,63.807069,direct,no
3.875,0.3714,6095,sb,home,8100,81.47482,direct,no
3.25,-0.4279,0,sb,home,7260,88.074713,direct,no
?,?,?,sb,home,3060,103.571429,direct,yes
4.99,1.3743,0,sb,home,2700,80.063291,direct,no
5.25,1.4042,0,sb,home,11400,92.721519,direct,no
4,0.4654,0,sb,home,9960,92.820069,direct,no
4,-0.1226,0,sb,home,6240,77.636054,direct,no
3.49,0.7129,0,sb,home,3660,96.695402,direct,no
?,?,?,sb,home,3540,111.97479,direct,yes
3.99,0.9564,0,sb,home,10860,85.839161,direct,no
?,?,?,sb,home,3240,80.092593,direct,yes
4.125,1.4812,2945,sb,home,2640,53.440367,direct,no
4.75,0.0925,0,sb,home,11880,39.735658,direct,no
3.875,0.5877,3496.75,sb,home,2700,95.168067,direct,no
?,?,?,sb,home,5400,77.052239,direct,yes
3.5,-0.0982,5731.72,sb,home,12540,58.972772,direct,no
4.875,0.1182,1150,sb,home,3960,57.681564,direct,no
3.75,-0.066,0,sb,home,3840,85.550459,direct,no
4.75,0.5794,2564.85,sb,home,2880,61.284722,direct,no
3.625,0.1733,9717,sb,home,3180,63.950893,direct,no
4.5,0.7536,1900,sb,home,2760,86.184211,direct,no
4.625,1.0246,2932.43,sb,home,3000,82.303371,direct,no
?,?,?,sb,home,2460,86.392405,direct,yes
4.625,0.5401,650,sb,home,4620,77.515723,direct,no
?,?,?,sb,home,56280,75.887574,direct,yes
4.625,0.2952,650,sb,home,9300,69.472362,direct,no
3.125,-0.0121,342.75,sb,home,4200,63.127854,direct,no
3.99,0.1548,6809.96,sb,home,3180,49.429224,direct,no
4.875,0.6747,9771.25,sb,home,6000,64.405204,direct,no
3.625,0.276,6122.93,sb,home,3480,63.798701,direct,no
?,?,?,sb,home,2940,104.086539,direct,yes
?,?,?,sb,home,3300,112.5,direct,yes
4.75,1.1748,3950,sb,home,3360,77.925532,direct,no
3.375,0.0762,3927.98,sb,home,7860,92.173252,direct,no
4.5,0.2967,3442.11,sb,home,1860,65.625,direct,no
4.25,0.4986,4000,sb,home,15600,45.192308,direct,no
?,?,?,sb,home,13680,72.286822,direct,yes
4.75,0.4736,3007.25,sb,home,5520,85.958904,direct,no
?,?,?,sb,home,2220,87.790698,direct,yes
4.56,0.1813,832.5,sb,home,4440,51.139818,direct,no
3.625,0.053,676.35,sb,home,6900,51.54703,direct,no
4.5,0.738,3035,sb,home,7620,77.838428,direct,no
5.5,1.4872,2202.19,sb,home,1260,83.088235,direct,no
3.125,0.3202,441.29,sb,home,5100,96.78771,direct,no
3.625,0.5675,3330.84,sb,home,2880,16.039085,direct,no
4.5,0.4045,0,sb,home,8760,33.372457,direct,no
?,?,?,sb,home,840,88.755459,direct,yes
4.75,0.6404,4393.18,sb,home,2520,60.658915,direct,no
3.5,0.9863,4073.12,sb,home,4620,94.724771,direct,no
3.875,0.1743,2089.76,sb,home,9000,69.472362,direct,no
4.875,0.9522,2556.25,sb,home,3780,29.651163,direct,no
4.375,0.0496,8.5,sb,home,6960,90.966387,direct,no
?,?,?,sb,home,9720,71.098726,direct,yes
4.875,0.647,1800,sb,home,6780,80.015198,direct,no
4.25,0.5828,7800.69,sb,home,24180,73.948598,direct,no
3.75,0.1529,0,sb,home,12000,75.058962,direct,no
3.875,0.2895,0,sb,home,3780,94.976636,direct,no
5.375,1.7601,1114.09,sb,home,1140,59.615385,direct,no
3.5,0.046,2500,sb,home,15120,94.976636,direct,no
3.75,0.298,17539.61,sb,home,9660,72.829341,direct,no
?,?,?,sb,home,4620,80.963303,direct,yes
4.5,1.2111,3080.69,sb,home,4380,67.578125,direct,no
3.375,0.6,6203.37,sb,home,6000,95.362903,direct,no
4.5,0.7903,3100,sb,home,6300,78.979239,direct,no
3.625,0.6718,4612.25,sb,home,5520,73.538961,direct,no
3.625,-0.1019,1202.25,sb,home,7260,73.594378,direct,no
3.99,0.5056,5313.5,sb,home,7200,69.352792,direct,no
3.99,0.3608,2604.79,sb,home,4800,78.311966,direct,no
?,?,?,sb,home,2580,83.914729,direct,yes
3.375,0.6917,4018.57,sb,home,2580,49.100719,direct,no
5.25,0.4529,2725,sb,home,7440,49.429224,direct,no
4,0.3917,1957.32,sb,home,15600,90.303738,direct,no
4,0.302,0,sb,home,4260,78.882576,direct,no
4.5,1.3193,2925,sb,home,5460,38.636364,direct,no
4.875,0.4085,1416.25,sb,home,2040,50.584112,direct,no
4.125,0.017,0,sb,home,3540,68.208661,direct,no
3.75,0.2439,0,sb,home,7440,94.525066,direct,no
3.625,0.1881,7334.71,sb,home,5460,83.288043,direct,no
?,?,?,sb,home,8040,86.949686,direct,yes
?,?,?,sb,home,10860,87.133891,direct,yes
3.625,-0.0607,5720,sb,home,7260,73.867314,direct,no
4.99,1.0758,3287.5,sb,home,9360,93.122271,direct,no
3.875,-0.4197,0,sb,home,5520,23.159509,direct,no
4.875,0.9413,6041.36,sb,home,6780,78.20122,direct,no
4.25,0.3938,12052,sb,home,9060,79.522613,direct,no
3.99,0.0722,7500,sb,home,16080,55.015432,direct,no
3.49,0.7044,6352.69,sb,home,2400,62.583893,direct,no
2.75,-0.047,7293.5,sb,home,6360,74.441341,direct,no
3.75,-0.2067,1166.52,sb,home,5220,95.168067,direct,no
3.99,0.3848,?,sb,home,10920,64.566396,direct,no
?,?,?,sb,home,4620,85.630841,direct,yes
3.99,0.6518,0,sb,home,4740,87.347561,direct,no
4.18,0.2589,1061.92,sb,home,8040,93.545082,direct,no
4.125,-0.028,599.76,sb,home,13680,64.266304,direct,no
3.69,0.1915,7021.6,sb,home,7440,67.95977,direct,no
3.625,0.224,5500.53,sb,home,11160,84.16955,direct,no
3.625,0.8466,4334.38,sb,home,5700,74.159664,direct,no
?,?,?,sb,home,6240,97.313084,direct,yes
3.625,-0.063,0,sb,home,3900,67.857143,direct,no
4.125,0.2978,6607.75,sb,home,8040,94.458763,direct,no
3.99,0.1833,6375,sb,home,7200,42.541766,direct,no
3.99,-0.0554,4623.75,sb,home,3180,98.913043,direct,no
3.99,0.2702,1250,sb,home,10320,51.637555,direct,no
3.99,0.073,19537.24,sb,home,15240,85.326087,direct,no
3.99,0.6354,5032.5,sb,home,4500,55.503145,direct,no
3.75,0.0229,70.94,sb,home,13440,73.187633,direct,no
3.99,0.1633,9532.56,sb,home,3840,81.084656,direct,no
3.99,0.2664,0,sb,home,8640,87.18638,direct,no
3.5,0.1958,7271.8,sb,home,3180,71.701389,direct,no
4.5,1.4057,1547.84,sb,home,4200,83.088235,direct,no
3.625,0.2421,0,sb,home,12660,99.778761,direct,no
3.625,1.2156,3406.25,sb,home,2340,10.365854,direct,no
4.125,0.54,0,sb,home,8880,99.72119,direct,no
4.875,0.3682,3300,sb,home,2880,99.342105,direct,no
4.25,1.1536,67.43,sb,home,12240,78.20122,direct,no
4.25,1.0405,2321,sb,home,9780,67.914013,direct,no
4.75,1.4083,2989.5,sb,home,3540,65.202703,direct,no
3.75,0.6529,3894.94,sb,home,6180,33.455882,direct,no
3.75,0.4796,6524.99,sb,home,4620,48.523622,direct,no
4.18,0.3157,6070.35,sb,home,5760,69.589552,direct,no
?,?,?,sb,home,3840,82.303371,direct,yes
3.99,0.5131,4140.63,sb,home,4260,87.921348,direct,no
3.5,0.2548,7894.11,sb,home,21840,72.691083,direct,no
3.25,-0.2014,17984.38,sb,home,19080,58.972772,direct,no
?,?,?,sb,home,2520,88.265306,direct,yes
4.125,0.1123,2761.19,sb,home,6780,77.573529,direct,no
4.5,0.2815,295,sb,home,8760,72.993311,direct,no
3.99,0.7435,4365.56,sb,home,4680,84.855769,direct,no
4.625,1.744,667.5,sb,home,3540,86.392405,direct,no
3.625,0.0582,4160,sb,home,7800,59.486607,direct,no
3.625,0.5919,3280,sb,home,5880,81.392694,direct,no
4.75,0.3452,2698,sb,home,5640,80.502392,direct,no
4.125,0.257,0,sb,home,7800,74.283439,direct,no
?,?,?,sb,home,11940,91.015625,direct,yes
3.75,-0.0158,600,sb,home,5100,80.776515,direct,no
4.5,0.9377,4500,sb,home,8940,73.325359,direct,no
?,?,?,sb,home,7920,81.572165,direct,yes
?,?,?,sb,home,2580,107.20339,direct,yes
3.375,0.384,10299.5,sb,home,9300,60.168651,direct,no
3.99,0.2874,1662,sb,home,4800,80.957944,direct,no
3.75,0.0338,0,sb,home,7440,63.923267,direct,no
4.25,0.0224,4806.25,sb,home,6840,90.396341,direct,no
4.49,1.0468,2987.5,sb,home,2700,98.728814,direct,no
4.625,0.3514,1150,sb,home,6360,81.798246,direct,no
6.24,1.182,?,sb,home,4320,7.56392,direct,no
3.875,0.4638,3015,sb,home,12780,55.015432,direct,no
4.375,1.1547,0,sb,home,9900,94.312169,direct,no
?,?,?,sb,home,6000,82.079646,direct,yes
3.875,0.1663,1179.4,sb,home,8940,58.008357,direct,no
3.625,-0.0073,2511.25,sb,home,4200,55.30888,direct,no
4.75,0.2058,4415,sb,home,5580,66.868512,direct,no
3.99,1.2726,2990.42,sb,home,4200,98.728814,direct,no
3.99,0.5109,8994.21,sb,home,14040,68.787575,direct,no
3.5,0.0205,1062.36,sb,home,6240,49.071782,direct,no
?,?,?,sb,home,3180,82.821229,direct,yes
4.99,1.3901,8145,sb,home,4320,68.54067,direct,no
4.375,0.1451,566.4,sb,home,8700,53.221649,direct,no
3.875,-0.0438,6444.96,sb,home,6660,68.415179,direct,no
3.99,0.928,?,sb,home,8880,85.614525,direct,no
?,?,?,sb,home,20100,54.786036,direct,yes
3.125,0.373,8422.5,sb,home,4500,42.101648,direct,no
4.25,-0.1148,3507.5,sb,home,35400,69.459103,direct,no
3.625,0.1368,0,sb,home,1920,78.361345,direct,no
4.75,0.2507,1113.5,sb,home,4140,66.858553,direct,no
3.75,0.1104,2938,sb,home,5340,85.071942,direct,no
3.99,1.3816,0,sb,home,11220,98.441734,direct,no
3.875,0.0797,0,sb,home,5880,79.129794,direct,no
4.5,0.2265,?,sb,home,4620,83.279221,direct,no
2.75,-0.3071,3783,sb,home,3660,72.671569,direct,no
3.99,0.7949,5976.25,sb,home,6540,94.59799,direct,no
?,?,?,sb,home,7860,107.153392,direct,yes
4.25,-0.0167,1477.7,sb,home,9000,88.085938,direct,no
?,?,?,sb,home,3720,95.542636,direct,yes
3.99,0.2456,135,sb,home,5100,78.846154,direct,no
4.125,0.5713,3983,sb,home,5400,49.338624,direct,no
4.18,-0.2505,578.93,sb,home,3600,35.828488,direct,no
?,?,?,sb,home,5280,87.298387,direct,yes
4.375,0.8636,795,sb,home,15180,94.299451,direct,no
?,?,?,sb,home,3300,56.648936,direct,yes
3.99,0.805,3933.28,sb,home,8280,50.762195,direct,no
5.25,1.3049,1466,sb,home,3120,80.063291,direct,no
4.625,1.0052,0,sb,home,2280,84.090909,direct,no
4.375,0.7298,3501,sb,home,3000,83.279221,direct,no
3.75,0.325,280.44,sb,home,11400,93.674699,direct,no
3.99,1.0896,2409.4,sb,home,2100,55.434783,direct,no
4.875,1.0503,3537.36,sb,home,1920,80.063291,direct,no
4.5,1.3617,1524.97,sb,home,4080,96.695402,direct,no
3.625,0.4617,1219.16,sb,home,4800,91.666667,direct,no
4.99,0.5325,1150,sb,home,7320,80.448718,direct,no
4.56,0.3705,3581,sb,home,2700,69.970414,direct,no
6.24,1.262,?,sb,home,4200,11.577869,direct,no
3.99,0.3425,2755,sb,home,5700,79.618474,direct,no
4.375,0.5051,9525.97,sb,home,10380,55.522088,direct,no
3.99,0.4497,?,sb,home,4680,53.090659,direct,no
3.56,-0.0315,9000,sb,home,10500,67.896476,direct,no
3.625,0.186,7217,sb,home,3180,44.791667,direct,no
3.5,0.0488,4467,sb,home,5400,58.512545,direct,no
4.375,0.8453,19700,sb,home,12240,76.001541,direct,no
3.99,0.3597,5108.19,sb,home,3900,59.948097,direct,no
?,?,?,sb,home,8100,66.440501,direct,yes
?,?,?,sb,home,3120,98.828125,direct,yes
3.5,-0.1628,916.86,sb,home,7200,73.248792,direct,no
?,?,?,sb,home,6120,65.776699,direct,yes
